naam;bron_url;eigen_domein;imio_site;pv_url;heeft_pdfs;heeft_jaarpaginas;pdf_count;aanbeveling;opmerkingen
Sombreffe;https://www.deliberations.be/sombreffe;https://www.sombreffe.be;True;;False;False;0;deliberations.be (ongewijzigd);
Somme-Leuze;https://www.deliberations.be/somme-leuze;https://www.somme-leuze.be;True;;False;False;0;deliberations.be (ongewijzigd);
Spa;https://www.deliberations.be/spa;https://www.spa.be;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website is GEEN iMio-site
Sprimont;https://www.deliberations.be/sprimont;https://www.sprimont.be;True;;False;False;0;deliberations.be (ongewijzigd);
Stavelot;https://www.deliberations.be/stavelot;https://www.stavelot.be;True;;False;False;0;deliberations.be (ongewijzigd);
Stoumont;https://www.deliberations.be/stoumont;;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website niet bereikbaar
Tellin;https://www.deliberations.be/tellin;https://www.tellin.be;True;;False;False;0;deliberations.be (ongewijzigd);
Theux;https://www.deliberations.be/theux;https://www.theux.be;True;;False;False;0;deliberations.be (ongewijzigd);
Thimister-Clermont;https://www.deliberations.be/thimister-clermont;https://www.thimister-clermont.be;True;https://www.thimister-clermont.be/ma-commune/vie-politique/conseil-communal/proces-verbaux;True;True;1;EIGEN SITE: https://www.thimister-clermont.be/ma-commune/vie-politique/conseil-communal/proces-verbaux;1 PDF(s) gevonden (pad: /ma-commune/vie-politique/conseil-communal/proces-verbaux)
Thuin;https://www.deliberations.be/thuin;https://www.thuin.be;True;https://www.thuin.be/ma-ville/vie-politique/conseil-communal/proces-verbaux;True;False;22;EIGEN SITE: https://www.thuin.be/ma-ville/vie-politique/conseil-communal/proces-verbaux;22 PDF(s) gevonden (pad: /ma-ville/vie-politique/conseil-communal/proces-verbaux)
Tinlot;https://www.deliberations.be/tinlot;https://www.tinlot.be;True;;False;False;0;deliberations.be (ongewijzigd);
Tournai;https://www.deliberations.be/tournai;https://www.tournai.be;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website is GEEN iMio-site
Trois-Ponts;https://www.deliberations.be/trois-ponts;https://www.trois-ponts.be;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website is GEEN iMio-site
Tubize;https://www.deliberations.be/tubize;https://www.tubize.be;True;;False;False;0;deliberations.be (ongewijzigd);
Verviers;https://www.deliberations.be/verviers;https://www.verviers.be;True;;False;False;0;deliberations.be (ongewijzigd);
Vielsalm;https://www.deliberations.be/vielsalm;https://www.vielsalm.be;True;;False;False;0;deliberations.be (ongewijzigd);
Villers-la-Ville;https://www.deliberations.be/villers-la-ville;https://www.villers-la-ville.be;True;;False;False;0;deliberations.be (ongewijzigd);
Virton;https://www.deliberations.be/virton;https://www.virton.be;True;;False;False;0;deliberations.be (ongewijzigd);
Vresse-sur-Semois;https://www.deliberations.be/vresse-sur-semois;https://www.vresse-sur-semois.be;True;;False;False;0;deliberations.be (ongewijzigd);
Waimes;https://www.deliberations.be/waimes;https://www.waimes.be;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website is GEEN iMio-site
Walcourt;https://www.deliberations.be/walcourt;https://www.walcourt.be;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website is GEEN iMio-site
Walhain;https://www.deliberations.be/walhain;https://www.walhain.be;True;;False;False;0;deliberations.be (ongewijzigd);
Wanze;https://www.deliberations.be/wanze;https://www.wanze.be;True;;False;False;0;deliberations.be (ongewijzigd);
Waremme;https://www.deliberations.be/waremme;https://www.waremme.be;True;;False;False;0;deliberations.be (ongewijzigd);
Wasseiges;https://www.deliberations.be/wasseiges;https://www.wasseiges.be;True;https://www.wasseiges.be/ma-commune/vie-politique/conseil-communal/proces-verbaux;True;False;37;EIGEN SITE: https://www.wasseiges.be/ma-commune/vie-politique/conseil-communal/proces-verbaux;37 PDF(s) gevonden (pad: /ma-commune/vie-politique/conseil-communal/proces-verbaux)
Wavre;https://www.deliberations.be/wavre;https://www.wavre.be;False;;False;False;0;deliberations.be (ongewijzigd);Eigen website is GEEN iMio-site
Welkenraedt;https://www.deliberations.be/welkenraedt;https://www.welkenraedt.be;True;;False;False;0;deliberations.be (ongewijzigd);
Wellin;https://www.deliberations.be/wellin;https://www.wellin.be;True;https://www.wellin.be/ma-commune/vie-politique/conseil-communal/proces-verbaux;False;True;0;deliberations.be (ongewijzigd);Jaarpagina's gevonden: ['2024', '2023', '2022'] (pad: /ma-commune/vie-politique/conseil-communal/proces-verbaux) - PDFs op subpaginas mogelijk
Yvoir;https://www.deliberations.be/yvoir;https://www.yvoir.be;True;;False;False;0;deliberations.be (ongewijzigd);
Éghezée;https://deliberations.be/eghezee;https://www.eghezee.be;True;;False;False;0;deliberations.be (ongewijzigd);
Érezée;https://www.deliberations.be/erezee;https://www.erezee.be;True;;False;False;0;deliberations.be (ongewijzigd);
